CustomerId,Yearly Call Duration (in Mins),Call Count,Data Usage,Complaints,Subscription  Length,International Plan,Age Group,Tariff Plan,Net Customer Spend,Churn
516,825,20,45,0,39,No,31-40,2,1170,No
517,7623,133,416,0,38,No,31-40,2,1140,No
518,11580,160,43,0,38,No,41-50,3,1520,No
519,6833,81,140,0,38,Yes,21-30,2,1140,No
520,1070,53,48,1,34,No,31-40,3,1360,No
521,10550,99,33,0,37,Yes,51-60,1,740,No
522,5933,104,58,0,37,No,31-40,1,740,No
523,2955,28,32,0,35,No,31-40,2,1050,No
524,3105,47,41,1,36,No,31-40,1,720,Yes
525,2383,50,66,0,37,No,41-50,2,1110,No
526,7213,82,124,1,39,Yes,21-30,2,1170,Yes
527,6900,103,46,0,34,No,51-60,2,1020,No
528,743,13,41,0,37,Yes,41-50,2,1110,No
529,453,10,36,0,37,Yes,51-60,3,1480,No
530,16190,244,32,0,42,No,21-30,3,1680,No
531,7080,122,303,0,35,No,31-40,1,700,No
532,3833,88,34,0,37,Yes,31-40,2,1110,No
533,1780,50,70,0,36,No,41-50,1,720,No
534,2895,59,207,0,37,Yes,21-30,3,1480,No
535,8750,112,132,1,33,No,31-40,1,660,Yes
536,1683,45,62,0,43,No,51-60,2,1290,No
537,815,31,42,0,43,No,31-40,4,2150,No
538,15320,233,65,1,41,No,31-40,1,820,Yes
539,1340,38,51,0,42,Yes,21-30,1,840,No
540,2825,49,167,1,32,Yes,21-30,2,960,Yes
541,1810,32,60,0,39,Yes,31-40,1,780,No
542,6508,147,117,0,48,Yes,21-30,4,2400,No
543,9048,177,105,0,46,No,51-60,3,1840,No
544,2968,51,63,0,47,No,31-40,2,1410,No
545,4505,46,247,0,30,No,31-40,1,600,No
546,2780,51,324,1,41,Yes,21-30,1,820,Yes
547,4255,65,0,0,37,Yes,21-30,3,1480,No
548,2338,54,327,0,36,No,21-30,3,1440,No
549,4083,60,0,0,37,Yes,16-20,1,740,No
550,2780,47,167,1,31,Yes,21-30,1,620,Yes
551,5790,75,161,1,36,Yes,31-40,1,720,Yes
552,2245,33,253,0,37,No,31-40,1,740,No
553,9000,115,112,0,36,Yes,31-40,4,1800,No
554,8820,117,130,1,39,Yes,31-40,2,1170,Yes
555,4400,77,0,0,37,No,31-40,4,1850,No
556,5803,89,0,0,37,No,21-30,2,1110,No
557,2123,48,0,0,37,No,31-40,2,1110,No
558,15025,219,22,0,37,Yes,31-40,2,1110,No
559,2980,21,451,0,37,No,31-40,2,1110,No
560,1135,28,182,1,24,Yes,21-30,2,720,Yes
561,6385,80,154,0,36,No,31-40,4,1800,No
562,15445,231,61,1,40,Yes,31-40,2,1200,Yes
563,2475,47,168,0,34,Yes,21-30,1,680,Yes
564,7393,121,352,0,36,No,21-30,2,1080,No
565,2475,47,168,0,34,Yes,21-30,1,680,Yes
566,6603,69,76,0,36,No,21-30,2,1080,No
567,840,41,0,0,42,No,21-30,1,840,No
568,10320,87,0,0,35,No,41-50,4,1750,No
569,5703,92,0,1,35,No,21-30,1,700,No
570,2725,16,0,0,33,No,31-40,3,1320,No
571,2875,35,0,1,34,Yes,21-30,1,680,Yes
572,2153,38,2,0,35,Yes,31-40,4,1750,No
573,1553,19,0,0,35,No,31-40,1,700,No
574,2475,47,168,0,34,Yes,21-30,2,1020,Yes
575,513,1,0,0,35,No,41-50,3,1400,No
576,1620,42,200,0,29,Yes,31-40,3,1160,Yes
577,15960,232,0,0,30,No,21-30,2,900,No
578,6850,110,239,0,33,No,21-30,1,660,No
579,3603,76,0,0,35,No,21-30,3,1400,No
580,3265,55,313,0,40,Yes,21-30,1,800,Yes
581,2665,47,143,0,35,No,21-30,2,1050,No
582,1200,30,161,0,41,No,21-30,2,1230,No
583,1453,33,0,0,35,No,41-50,1,700,No
584,8730,113,127,0,31,Yes,31-40,1,620,Yes
585,710,4,0,0,35,Yes,41-50,2,1050,No
586,16640,254,22,0,39,Yes,21-30,2,1170,Yes
587,3110,55,0,0,34,No,31-40,4,1700,No
588,2600,45,164,0,33,No,21-30,1,660,Yes
589,6278,135,53,0,46,No,16-20,2,1380,No
590,2475,45,317,0,39,No,21-30,2,1170,Yes
591,2738,39,0,0,45,No,31-40,1,900,No
592,4275,34,183,0,41,No,31-40,1,820,No
593,1373,13,0,1,42,No,21-30,3,1680,No
594,4560,72,14,0,38,No,31-40,2,1140,No
595,508,6,16,0,39,No,21-30,1,780,No
596,2643,61,368,1,37,No,31-40,3,1480,Yes
597,4388,67,10,0,38,No,16-20,3,1520,No
598,6797,146,86,0,16,No,16-20,1,320,Yes
599,3965,83,41,0,38,Yes,31-40,2,1140,No
600,2550,40,294,0,38,No,31-40,2,1140,No
601,9305,122,153,0,37,No,31-40,2,1110,No
602,13963,170,9,0,38,No,31-40,3,1520,No
603,4705,84,11,0,38,Yes,31-40,2,1140,No
604,6108,96,16,0,38,Yes,31-40,1,760,No
605,2428,55,17,1,38,Yes,31-40,3,1520,No
606,15330,226,63,0,38,No,31-40,2,1140,No
607,3285,28,492,0,38,Yes,31-40,1,760,No
608,15675,183,159,0,37,No,21-30,2,1110,No
609,1055,26,178,1,21,Yes,21-30,2,630,Yes
610,1065,15,9,0,37,Yes,21-30,2,1110,No
611,900,15,22,0,38,No,31-40,1,760,No
612,17090,255,15,1,34,No,21-30,2,1020,Yes
613,7698,128,393,1,37,No,21-30,3,1480,Yes
614,11655,155,20,0,37,No,41-50,2,1110,No
615,6908,76,117,0,37,No,21-30,2,1110,No
616,1145,48,25,1,33,No,21-30,2,990,No
617,10625,94,10,0,36,No,51-60,3,1440,No
618,6008,99,35,0,36,No,21-30,2,1080,No
619,3030,23,9,0,34,No,31-40,2,1020,No
620,910,31,175,0,28,Yes,21-30,2,840,Yes
621,2458,45,43,1,36,Yes,31-40,2,1080,Yes
622,1858,26,9,0,36,No,31-40,1,720,No
623,1010,24,178,1,20,Yes,21-30,1,400,Yes
624,818,8,18,0,36,Yes,41-50,4,1800,No
625,15015,227,58,1,39,Yes,31-40,1,780,Yes
626,6697,141,84,1,14,Yes,16-20,2,420,Yes
627,7155,117,280,0,34,No,21-30,3,1360,No
628,3908,83,11,0,36,Yes,21-30,4,1800,No
629,8515,111,123,1,37,Yes,31-40,2,1110,Yes
630,2970,54,184,0,36,Yes,21-30,1,720,No
631,1505,37,202,1,27,No,21-30,2,810,No
632,1758,40,39,0,36,No,41-50,2,1080,No
633,890,26,19,0,27,No,21-30,2,810,No
634,2520,43,160,1,30,Yes,21-30,2,900,Yes
635,1415,33,28,0,35,No,21-30,2,1050,No
636,930,28,176,1,21,Yes,21-30,2,630,Yes
637,1885,27,37,0,48,No,21-30,2,1440,No
638,6582,142,94,0,47,No,21-30,1,940,No
639,9122,172,82,0,45,No,41-50,4,2250,No
640,3042,46,40,0,46,No,31-40,3,1840,No
641,4580,41,224,0,43,No,31-40,2,1290,No
642,1677,20,9,0,44,Yes,31-40,4,2200,No
643,4180,70,0,0,38,No,31-40,2,1140,No
644,2263,59,350,0,37,No,31-40,1,740,No
645,820,29,177,1,25,Yes,21-30,1,500,Yes
646,6080,74,147,0,34,Yes,31-40,3,1360,Yes
647,3585,81,23,0,38,No,31-40,1,760,No
648,2170,38,276,0,38,No,31-40,1,760,No
649,2475,41,160,0,29,Yes,21-30,3,1160,Yes
650,6168,137,88,0,19,Yes,16-20,3,760,Yes
651,4325,82,0,0,38,No,31-40,3,1520,No
652,5728,94,0,0,38,No,31-40,1,760,No
653,2048,53,0,0,38,Yes,31-40,2,1140,No
654,14950,224,45,0,38,No,31-40,3,1520,No
655,2905,26,474,0,38,No,31-40,1,760,No
656,15295,181,141,0,37,No,21-30,2,1110,No
657,6310,85,177,0,37,No,31-40,2,1110,No
658,685,13,0,0,37,No,21-30,1,740,No
659,520,13,4,0,38,No,31-40,1,760,No
660,7318,126,375,0,37,No,21-30,2,1110,No
661,11275,153,2,0,37,Yes,41-50,2,1110,No
662,6528,74,99,0,37,No,21-30,2,1110,No
663,765,46,7,0,33,Yes,21-30,1,660,No
664,10245,92,0,0,36,Yes,51-60,1,720,No
665,5628,97,17,0,36,No,21-30,2,1080,No
666,2650,21,0,0,34,No,31-40,1,680,No
667,2800,40,0,1,35,No,31-40,2,1050,No
668,15140,225,54,0,38,Yes,31-40,3,1520,Yes
669,16335,248,15,1,37,Yes,21-30,2,1110,Yes
670,1903,20,165,0,25,Yes,21-30,2,750,Yes
671,438,6,0,0,36,No,41-50,3,1440,No
672,16570,245,16,0,33,No,21-30,1,660,Yes
673,6775,115,262,1,34,No,21-30,2,1020,Yes
674,3528,81,0,0,36,No,21-30,3,1440,No
675,1475,43,29,0,35,No,31-40,4,1750,No
676,2590,52,166,0,36,No,21-30,3,1440,No
677,1125,35,184,0,27,No,21-30,2,810,No
678,15365,229,51,0,36,No,31-40,3,1440,Yes
679,6673,79,116,1,41,Yes,21-30,3,1640,Yes
680,635,9,12,0,46,Yes,41-50,1,920,No
681,1035,31,10,0,45,No,21-30,2,1350,No
682,3035,60,0,0,45,No,31-40,3,1800,No
683,1505,25,19,0,48,Yes,21-30,3,1920,No
684,1505,36,168,1,28,Yes,21-30,1,560,Yes
685,8742,170,64,0,45,No,41-50,1,900,No
686,2662,44,22,0,46,No,31-40,1,920,No
687,4200,39,206,0,45,Yes,31-40,2,1350,No
688,1297,18,0,0,46,Yes,31-40,4,2300,No
689,4370,65,0,0,33,No,21-30,3,1320,No
690,2453,54,351,0,42,No,21-30,3,1680,No
691,4198,60,0,0,33,Yes,16-20,3,1320,No
692,2745,47,302,1,44,No,21-30,3,1760,Yes
693,1430,41,191,1,29,No,31-40,2,870,Yes
694,2360,33,277,0,33,Yes,31-40,3,1320,No
695,9115,115,136,0,42,No,31-40,4,2100,No
696,13773,163,0,0,33,No,31-40,4,1650,No
697,2285,46,159,1,34,No,21-30,2,1020,Yes
698,5918,89,0,0,33,No,21-30,2,990,No
699,2238,48,0,1,33,Yes,31-40,1,660,No
700,15140,219,46,0,33,No,31-40,3,1320,No
701,3095,21,475,1,33,Yes,31-40,2,990,Yes
702,15485,176,142,0,42,Yes,21-30,3,1680,No
703,6500,80,178,0,42,Yes,31-40,2,1260,No
704,1440,34,189,1,26,No,31-40,1,520,Yes
705,710,8,5,0,33,No,21-30,3,1320,No
706,2295,39,157,1,31,No,21-30,1,620,Yes
707,16370,242,14,1,29,Yes,21-30,1,580,Yes
708,6718,69,100,0,42,No,21-30,1,840,No
709,955,41,8,1,28,Yes,21-30,3,1120,No
710,10435,87,0,0,41,No,41-50,4,2050,No
711,5818,92,18,0,41,Yes,21-30,2,1230,No
712,2840,16,0,0,29,No,31-40,2,870,No
713,2990,35,1,1,30,No,21-30,3,1200,No
714,2268,38,26,1,41,No,31-40,2,1230,No
715,1668,19,0,0,41,No,31-40,1,820,No
716,6785,91,6,0,28,Yes,41-50,1,560,No
717,628,1,1,0,41,No,41-50,2,1230,No
718,16075,232,0,0,46,No,21-30,4,2300,No
719,6965,110,263,0,29,Yes,21-30,2,870,No
720,3718,76,0,0,41,No,21-30,2,1230,No
721,1665,38,30,0,30,No,31-40,2,900,No
722,16440,247,12,1,35,Yes,21-30,2,1050,Yes
723,6593,77,112,1,38,Yes,21-30,1,760,Yes
724,1568,33,22,0,41,No,41-50,3,1640,No
725,7023,75,107,1,34,Yes,21-30,1,680,Yes
726,825,4,13,0,41,No,41-50,2,1230,No
727,6993,151,106,1,17,Yes,21-30,4,850,Yes
728,6493,71,111,1,39,Yes,21-30,1,780,Yes
729,1695,20,20,0,43,No,21-30,3,1720,No
730,6392,135,77,0,47,No,16-20,3,1880,No
731,8932,165,65,0,48,No,41-50,2,1440,No
732,6718,75,108,1,37,Yes,21-30,1,740,Yes
733,6833,80,106,0,39,Yes,21-30,2,1170,Yes
734,1487,13,0,0,41,Yes,21-30,3,1640,No
735,16265,239,9,0,31,Yes,21-30,1,620,Yes
736,16380,244,7,0,33,Yes,21-30,1,660,Yes
737,16380,244,7,0,33,Yes,21-30,4,1650,Yes
738,4198,72,9,0,43,Yes,16-20,4,2150,No
739,6843,73,104,0,36,Yes,21-30,2,1080,Yes
740,3775,88,40,0,43,No,31-40,1,860,No
741,2360,45,293,0,43,Yes,41-50,2,1290,No
742,16265,238,7,0,32,Yes,21-30,1,640,Yes
743,13773,175,8,0,43,No,31-40,1,860,No
744,4515,89,10,0,43,Yes,31-40,4,2150,No
745,5918,101,15,0,43,No,31-40,2,1290,No
746,2238,60,16,1,43,No,31-40,3,1720,No
747,15140,231,62,0,43,No,31-40,1,860,No
748,3095,33,491,0,43,No,41-50,2,1290,No
749,15485,188,158,0,42,Yes,21-30,2,1260,No
750,6087,135,78,0,15,Yes,16-20,2,450,Yes
751,875,20,8,0,42,No,21-30,3,1680,No
752,710,20,21,0,43,No,31-40,2,1290,No
753,6887,148,101,0,19,Yes,21-30,1,380,Yes
754,7508,133,392,0,42,No,31-40,2,1260,No
755,2070,42,150,0,35,Yes,21-30,2,1050,Yes
756,6718,81,116,0,42,No,21-30,2,1260,No
757,955,53,24,1,38,Yes,31-40,2,1140,No
758,10435,99,9,0,41,No,51-60,2,1230,No
759,5818,104,34,0,41,No,31-40,3,1640,No
760,2840,28,8,0,39,No,31-40,2,1170,No
761,2990,47,17,0,40,No,31-40,3,1600,No
762,2268,50,42,1,41,No,41-50,4,2050,No
763,16120,234,7,1,27,Yes,21-30,2,810,Yes
764,1668,31,8,0,41,No,41-50,1,820,No
765,6785,103,22,0,38,No,51-60,1,760,No
766,628,13,17,0,41,No,41-50,4,2050,No
767,16075,244,8,0,36,No,21-30,1,720,No
768,6965,122,279,0,39,No,31-40,2,1170,No
769,3718,88,10,0,41,No,31-40,1,820,No
770,1665,50,46,0,40,No,41-50,2,1200,No
771,2780,59,183,0,41,No,21-30,2,1230,No
772,1315,42,201,1,42,No,31-40,1,840,No
773,1568,45,38,0,41,No,51-60,2,1230,No
774,700,31,18,0,42,No,31-40,2,1260,No
775,825,16,29,0,41,No,41-50,1,820,No
776,1225,38,27,0,30,Yes,21-30,4,1500,No
777,6697,153,100,1,24,Yes,21-30,2,720,Yes
778,1695,32,36,0,43,No,31-40,2,1290,No
779,6392,147,93,0,42,No,21-30,3,1680,No
780,8932,177,81,0,20,No,51-60,3,800,No
781,2852,51,39,0,41,No,31-40,3,1640,No
782,4390,46,223,0,44,Yes,31-40,1,880,No
783,1487,25,8,1,14,Yes,31-40,1,280,Yes
784,5080,82,30,0,39,Yes,31-40,4,1950,No
785,1028,16,15,0,40,No,31-40,2,1200,No
786,3163,71,367,0,38,No,31-40,2,1140,No
787,16380,238,0,1,28,No,21-30,4,1400,Yes
788,3103,69,10,0,39,No,21-30,1,780,No
789,6758,150,97,1,21,No,21-30,1,420,Yes
790,3070,50,293,0,39,Yes,31-40,2,1170,No
791,9825,132,152,0,38,No,31-40,3,1520,No
792,14483,180,8,0,39,Yes,31-40,2,1170,No
793,5225,94,10,0,39,No,31-40,3,1560,No
794,6628,106,15,0,39,No,31-40,2,1170,No
795,2948,65,16,0,39,No,31-40,3,1560,No
796,15850,236,62,1,39,No,31-40,2,1170,No
797,3805,38,491,0,39,No,31-40,2,1170,No
798,14645,218,38,1,36,No,31-40,1,720,Yes
799,7210,97,194,0,38,No,31-40,3,1520,No
800,7102,152,93,1,18,No,21-30,1,360,Yes
801,1420,25,21,0,39,Yes,31-40,2,1170,No
802,14720,213,15,1,35,No,21-30,2,1050,Yes
803,8218,138,392,0,38,No,31-40,2,1140,No
804,12175,165,19,0,38,No,41-50,1,760,No
805,7428,86,116,0,38,No,21-30,3,1520,No
806,1665,58,24,1,34,No,31-40,2,1020,No
807,11145,104,9,0,37,Yes,51-60,4,1850,No
808,6528,109,34,0,37,No,21-30,1,740,No
809,3550,33,8,0,35,No,31-40,2,1050,No
810,3700,52,17,1,36,Yes,31-40,2,1080,No
811,2978,55,42,1,37,No,31-40,2,1110,No
812,843,13,8,0,37,No,31-40,3,1480,No
813,2378,36,8,0,37,Yes,41-50,1,740,No
814,7495,108,22,0,34,Yes,51-60,2,1020,No
815,6473,143,95,0,21,No,21-30,4,1050,Yes
816,1048,15,12,0,37,No,51-60,2,1110,No
817,16785,249,8,1,32,No,21-30,2,960,Yes
818,7675,127,279,1,35,No,31-40,1,700,No
819,4428,93,10,0,37,Yes,31-40,2,1110,No
820,2375,55,46,0,36,No,31-40,2,1080,No
821,3490,64,183,0,37,No,21-30,4,1850,No
822,2278,50,38,0,27,Yes,41-50,2,810,No
823,15850,234,3,1,33,Yes,21-30,1,660,Yes
824,1535,21,29,0,27,No,41-50,1,540,No
825,1935,43,27,0,41,No,21-30,4,2050,No
826,16015,235,0,1,29,No,21-30,1,580,Yes
827,15885,237,0,0,31,No,21-30,1,620,Yes
828,9642,182,81,0,46,No,51-60,4,2300,No
829,15770,232,0,0,29,No,21-30,4,1450,Yes
830,1765,36,143,0,33,No,21-30,1,660,Yes
831,2197,30,8,0,42,No,31-40,1,840,No
832,3660,60,0,0,37,No,21-30,2,1110,No
833,6697,147,92,0,19,No,21-30,1,380,Yes
834,3488,55,0,0,37,Yes,16-20,1,740,No
835,6353,66,96,0,33,No,21-30,1,660,Yes
836,15475,228,0,1,31,Yes,21-30,4,1550,Yes
837,15770,232,0,0,29,Yes,21-30,2,870,Yes
838,8405,110,119,0,36,No,31-40,1,720,No
839,13063,158,0,0,37,Yes,31-40,2,1110,No
840,15770,226,0,0,24,No,21-30,2,720,Yes
841,5208,84,0,0,37,Yes,21-30,2,1110,No
842,1528,43,0,0,37,No,31-40,1,740,No
843,14430,214,29,0,37,Yes,31-40,1,740,No
844,2385,16,458,0,37,Yes,31-40,1,740,No
845,14775,171,125,0,36,Yes,21-30,1,720,No
846,15690,230,0,0,25,Yes,21-30,2,750,Yes
847,6458,65,93,0,31,No,21-30,3,1240,Yes
848,15590,224,0,0,26,No,21-30,1,520,Yes
849,6798,116,359,0,36,No,21-30,1,720,No
850,6413,63,93,0,30,No,21-30,2,900,Yes
851,15510,222,0,1,23,Yes,21-30,1,460,Yes
852,9725,82,0,0,35,No,41-50,1,700,No
853,5108,87,1,0,35,No,21-30,2,1050,No
854,2130,11,0,0,33,Yes,31-40,2,990,No
855,2280,30,0,1,34,No,21-30,4,1700,No
856,1558,33,9,0,35,No,31-40,3,1400,No
857,14678,185,28,1,40,Yes,31-40,4,2000,Yes
858,958,14,0,0,35,No,31-40,1,700,No
859,6075,86,0,0,42,No,41-50,4,2100,No
860,6255,105,246,0,33,No,21-30,1,660,No
861,3008,71,0,0,35,No,21-30,3,1400,No
862,955,33,13,0,34,Yes,31-40,1,680,No
863,15365,227,0,1,30,Yes,21-30,2,900,Yes
864,605,25,168,0,40,No,21-30,2,1200,No
865,858,28,5,0,40,Yes,41-50,2,1200,No
866,515,21,0,0,44,No,21-30,3,1760,No
867,6313,70,90,1,38,Yes,21-30,2,1140,Yes
868,15170,222,0,1,29,Yes,21-30,2,870,Yes
869,5682,130,60,0,46,Yes,16-20,4,2300,No
870,8222,160,48,0,44,No,41-50,3,1760,No
871,2142,34,6,0,45,Yes,31-40,1,900,No
872,6438,137,77,1,13,Yes,21-30,2,390,Yes
873,777,8,0,0,33,Yes,31-40,1,660,No
874,4370,71,5,0,38,No,31-40,2,1140,No
875,2453,60,359,0,37,Yes,31-40,2,1110,No
876,4198,66,1,0,38,No,16-20,3,1520,No
877,2393,58,2,0,38,No,16-20,1,760,No
878,3775,82,32,0,38,No,31-40,1,760,No
879,2360,39,285,0,38,No,31-40,1,760,No
880,9115,121,144,0,37,No,31-40,1,740,No
881,13773,169,0,0,38,No,31-40,3,1520,No
882,13888,175,32,0,39,Yes,31-40,2,1170,Yes
883,15060,221,0,0,28,Yes,21-30,2,840,Yes
884,2238,54,8,1,38,No,31-40,2,1140,No
885,15140,225,54,0,38,No,31-40,1,760,No
886,3095,27,483,1,38,Yes,31-40,2,1140,Yes
887,15485,182,150,1,37,Yes,21-30,2,1110,Yes
888,6500,86,186,0,37,No,31-40,1,740,No
889,6392,141,85,0,17,Yes,21-30,1,340,Yes
890,710,14,13,0,38,No,31-40,2,1140,No
891,14788,186,15,0,41,Yes,31-40,2,1230,Yes
892,11465,154,11,0,37,No,41-50,2,1110,No
893,6718,75,108,0,37,No,21-30,2,1110,No
894,14258,183,18,0,43,Yes,31-40,1,860,Yes
895,10435,93,1,1,36,No,51-60,3,1440,No
896,5818,98,26,0,36,Yes,21-30,2,1080,No
897,2840,22,0,0,34,No,31-40,2,1020,No
898,2990,41,9,1,35,Yes,31-40,1,700,Yes
899,6008,64,83,1,36,Yes,21-30,2,1080,Yes
900,13963,169,7,1,39,No,31-40,2,1170,Yes
901,1668,25,0,0,36,No,31-40,3,1440,No
902,6785,97,14,0,33,No,51-60,4,1650,No
903,628,7,9,0,36,Yes,41-50,3,1440,No
904,16075,238,0,0,41,No,21-30,1,820,No
905,6965,116,271,0,34,No,21-30,3,1360,No
906,3718,82,2,0,36,Yes,21-30,4,1800,No
907,1665,44,38,0,35,No,31-40,2,1050,No
908,2780,53,175,0,36,No,21-30,1,720,No
909,1315,36,193,1,27,No,21-30,3,1080,No
910,1568,39,30,0,46,No,41-50,3,1840,No
911,14268,176,16,1,40,Yes,31-40,2,1200,Yes
912,825,10,21,0,46,No,41-50,1,920,No
913,1225,32,19,0,48,No,21-30,2,1440,No
914,6202,140,76,1,17,Yes,21-30,2,510,Yes
915,1695,26,28,0,48,No,21-30,4,2400,No
916,6392,141,85,0,47,No,21-30,2,1410,No
917,13853,171,10,1,42,No,31-40,2,1260,Yes
918,2852,45,31,0,46,No,31-40,2,1380,No
919,4390,40,215,0,34,No,31-40,1,680,No
920,1487,19,0,0,34,No,31-40,3,1360,No
921,4370,71,5,0,38,No,31-40,2,1140,No
922,2453,60,359,1,37,No,31-40,1,740,Yes
923,13998,173,7,1,36,Yes,31-40,1,720,Yes
924,9228,175,87,1,13,Yes,21-30,2,390,Yes
925,13658,163,0,1,37,No,31-40,2,1110,Yes
926,2360,39,285,0,38,No,31-40,2,1140,No
927,9115,121,144,0,37,Yes,31-40,1,740,No
928,13773,169,0,0,38,No,31-40,2,1140,No
929,4515,83,2,0,38,No,31-40,2,1140,No
930,5918,95,7,0,38,No,31-40,3,1520,No
931,2238,54,8,1,38,No,31-40,2,1140,Yes
932,15140,225,54,0,38,No,31-40,1,760,No
933,3095,27,483,1,38,Yes,31-40,2,1140,Yes
934,15485,182,150,0,37,No,21-30,1,740,No
935,6500,86,186,0,37,No,31-40,1,740,No
936,13583,168,0,1,38,No,31-40,2,1140,Yes
937,710,14,13,0,38,No,31-40,3,1520,No
938,13513,159,0,1,32,No,31-40,1,640,Yes
939,13468,163,0,1,36,Yes,31-40,2,1080,Yes
940,13173,159,0,1,38,No,31-40,3,1520,Yes
941,12758,152,0,1,35,No,31-40,3,1400,Yes
942,955,47,16,1,33,No,21-30,1,660,No
943,11220,151,9,1,37,No,31-40,3,1480,Yes
944,5818,98,26,1,36,No,21-30,1,720,No
945,4618,78,40,0,41,Yes,16-20,3,1640,Yes
946,2990,41,9,0,35,No,31-40,1,700,No
947,11465,148,3,0,32,No,31-40,1,640,Yes
948,11160,148,4,0,35,No,31-40,2,1050,Yes
949,6785,97,14,0,33,No,51-60,3,1320,No
950,628,7,9,0,36,Yes,41-50,2,1080,No
951,11385,152,1,0,33,Yes,31-40,1,660,Yes
952,16075,238,0,1,41,No,21-30,4,2050,No
953,6965,116,271,0,34,No,21-30,2,1020,No
954,6078,108,41,0,42,Yes,21-30,2,1260,Yes
955,1665,44,38,0,35,No,31-40,1,700,No
956,2780,53,175,0,36,No,21-30,2,1080,No
957,1315,36,193,0,27,No,21-30,2,810,No
958,1568,39,30,0,46,No,41-50,2,1380,No
959,700,25,10,0,27,No,21-30,3,1080,No
960,825,10,21,0,44,Yes,41-50,3,1760,No
961,1225,32,19,0,41,Yes,21-30,1,820,No
962,3225,61,8,0,41,Yes,31-40,2,1230,No
963,11350,148,0,0,36,Yes,31-40,1,720,Yes
964,6113,102,40,1,34,Yes,21-30,1,680,Yes
965,8932,171,73,0,45,No,41-50,3,1800,No
966,6213,99,21,1,36,No,21-30,2,1080,Yes
967,4390,40,215,0,35,Yes,31-40,2,1050,No
968,1487,19,0,1,37,No,31-40,2,1110,No
969,4065,65,0,0,36,Yes,21-30,3,1440,No
970,11100,145,0,1,33,Yes,31-40,1,660,Yes
971,3893,60,0,0,36,No,16-20,2,1080,No
972,11080,146,0,1,31,Yes,31-40,1,620,Yes
973,3470,76,25,0,36,No,21-30,1,720,No
974,2055,33,278,0,36,No,31-40,4,1800,No
975,8810,115,137,0,35,No,31-40,2,1050,No
976,10970,147,0,1,35,Yes,31-40,1,700,Yes
977,4210,77,0,0,36,No,31-40,1,720,No
978,5613,89,0,0,36,No,21-30,4,1800,No
979,1933,48,1,0,36,No,31-40,2,1080,No
980,14835,219,47,0,36,No,31-40,4,1800,No
981,2790,21,476,0,36,No,31-40,1,720,No
982,15180,176,143,0,35,No,21-30,1,700,No
983,6195,80,179,0,35,No,31-40,4,1750,No
984,570,8,0,0,35,Yes,21-30,2,1050,No
985,9113,179,84,1,18,Yes,21-30,1,360,Yes
986,7203,121,377,0,35,No,21-30,2,1050,No
987,11160,148,4,0,35,No,31-40,3,1400,No
988,6413,69,101,0,35,No,21-30,1,700,No
989,650,41,9,0,41,No,21-30,2,1230,No
990,10130,87,0,0,34,No,41-50,3,1360,No
991,5513,92,19,1,34,No,21-30,2,1020,No
992,2535,16,0,0,42,No,31-40,1,840,No
993,2685,35,2,0,33,Yes,21-30,3,1320,No
994,1963,38,27,0,34,No,31-40,2,1020,No
995,6338,107,46,1,41,Yes,31-40,1,820,Yes
996,6480,91,7,0,41,No,41-50,3,1640,No
997,10900,138,0,1,29,Yes,31-40,2,870,Yes
998,6660,110,264,0,42,No,21-30,2,1260,No
999,3413,76,0,0,34,No,21-30,2,1020,No
1000,1360,38,31,0,33,No,31-40,1,660,No
1001,10865,144,0,1,37,Yes,31-40,1,740,Yes
1002,1010,30,186,1,39,No,21-30,3,1560,No
1003,1263,33,23,0,35,No,41-50,1,700,No
1004,10755,143,0,1,36,Yes,31-40,2,1080,Yes
1005,920,26,12,0,33,No,21-30,1,660,No
1006,2920,55,1,0,40,No,31-40,1,800,No
1007,1390,20,21,0,46,No,21-30,2,1380,No
1008,6088,135,78,0,45,No,16-20,4,2250,No
1009,8888,175,81,1,19,Yes,21-30,2,570,Yes
1010,6123,104,33,1,38,Yes,21-30,1,760,Yes
1011,4085,34,208,0,36,No,31-40,3,1440,No
1012,1183,13,0,1,38,Yes,21-30,2,1140,No
1013,4125,68,3,0,38,No,21-30,1,760,No
1014,2208,57,357,0,37,Yes,21-30,2,1110,No
1015,6123,104,33,1,38,Yes,21-30,1,760,Yes
1016,11885,166,50,0,40,Yes,21-30,2,1200,Yes
1017,3530,79,30,0,38,No,31-40,3,1520,No
1018,2115,36,283,0,38,No,31-40,2,1140,No
1019,8870,118,142,0,37,No,31-40,3,1480,No
1020,13528,166,0,0,38,No,31-40,3,1520,No
1021,4270,80,0,0,38,Yes,31-40,2,1140,No
1022,5673,92,5,0,38,No,21-30,1,760,No
1023,10450,137,0,0,34,Yes,31-40,1,680,Yes
1024,14895,222,52,0,38,No,31-40,2,1140,No
1025,2850,24,481,0,38,No,31-40,3,1520,No
1026,15240,179,148,0,37,Yes,21-30,1,740,No
1027,6255,83,184,0,37,No,31-40,2,1110,No
1028,630,11,0,0,37,No,21-30,4,1850,No
1029,9337,176,74,0,14,Yes,21-30,2,420,Yes
1030,5773,102,34,0,40,Yes,21-30,2,1200,Yes
1031,7263,124,382,0,37,No,21-30,1,740,No
1032,6823,111,35,0,40,Yes,31-40,1,800,Yes
1033,6473,72,106,0,37,No,21-30,1,740,No
